14,53.024288,27.555367
13,53.024288,27.555367
13,53.024288,27.555367
13,53.024288,27.555367
14,53.024288,27.555367
14,53.024288,27.555367
13,53.024288,27.555367
15,53.024288,27.555367
14,53.024288,27.555367
12,53.024288,27.555367
13,53.024288,27.555367
14,53.024288,27.555367
14,53.024288,27.555367
14,53.024288,27.555367
12,53.024288,27.555367
13,53.024288,27.555367
14,53.024288,27.555367
11,53.024288,27.555367
14,53.024288,27.555367
12,53.024288,27.555367
12,53.024288,27.555367
12,53.024288,27.555367
12,53.024288,27.555367
11,53.024288,27.555367
12,53.024288,27.555367
12,53.024288,27.555367
13,53.024288,27.555367
12,53.024288,27.555367
11,53.024288,27.555367
12,53.024288,27.555367
12,53.024288,27.555367
12,53.024288,27.555367
11,53.024288,27.555367
12,53.024288,27.555367
13,53.024288,27.555367
13,53.024288,27.555367
12,53.024288,27.555367
12,53.024288,27.555367
11,53.024288,27.555367
11,53.024288,27.555367
12,53.024288,27.555367
13,53.024288,27.555367
16,53.024288,27.555367
14,53.024288,27.555367
12,53.024288,27.555367
11,53.024288,27.555367
13,53.024288,27.555367
13,53.024288,27.555367
13,53.024288,27.555367
14,53.024288,27.555367
14,53.024288,27.555367
14,53.024288,27.555367
15,53.024288,27.555367
14,53.024288,27.555367
13,53.024288,27.555367
16,53.024288,27.555367
15,53.024288,27.555367
16,53.024288,27.555367
14,53.024288,27.555367
15,53.024288,27.555367
16,53.024288,27.555367
15,53.024288,27.555367
14,53.024288,27.555367
14,53.024288,27.555367
14,53.024288,27.555367
15,53.024288,27.555367
15,53.024288,27.555367
15,53.024288,27.555367
16,53.024288,27.555367
15,53.024288,27.555367
17,53.024288,27.555367
13,53.024288,27.555367
15,53.024288,27.555367
14,53.024288,27.555367
12,53.024288,27.555367
14,53.024288,27.555367
13,53.024288,27.555367
14,53.024288,27.555367
14,53.024288,27.555367
14,53.024288,27.555367
14,53.024288,27.555367
14,53.024288,27.555367
14,53.024288,27.555367
14,53.024288,27.555367
14,53.024288,27.555367
13,53.024288,27.555367
15,53.024288,27.555367
17,53.024288,27.555367
15,53.024288,27.555367
16,53.024288,27.555367
14,53.024288,27.555367
15,53.024288,27.555367
15,53.024288,27.555367
14,53.024288,27.555367
15,53.024288,27.555367
16,53.024288,27.555367
14,53.024288,27.555367
14,53.024288,27.555367
15,53.024288,27.555367
14,53.024288,27.555367
15,53.024288,27.555367
14,53.024288,27.555367
13,53.024288,27.555367
12,53.024288,27.555367
12,53.024288,27.555367
16,53.024288,27.555367
15,53.024288,27.555367
15,53.024288,27.555367
14,53.024288,27.555367
13,53.024288,27.555367
14,53.024288,27.555367
13,53.024288,27.555367
13,53.024288,27.555367
12,53.024288,27.555367
14,53.024288,27.555367
13,53.024288,27.555367
12,53.024288,27.555367
13,53.024288,27.555367
13,53.024288,27.555367
13,53.024288,27.555367
11,53.024288,27.555367
12,53.024288,27.555367
13,53.024288,27.555367
11,53.024288,27.555367
12,53.024288,27.555367
14,53.024288,27.555367
15,53.024288,27.555367
14,53.024288,27.555367
14,53.024288,27.555367
13,53.024288,27.555367
13,53.024288,27.555367
13,53.024288,27.555367
14,53.024288,27.555367
14,53.024288,27.555367
15,53.024288,27.555367
14,53.024288,27.555367
14,53.024288,27.555367
15,53.024288,27.555367
13,53.024288,27.555367
14,53.024288,27.555367
15,53.024288,27.555367
12,53.024288,27.555367
13,53.024288,27.555367
13,53.024288,27.555367
13,53.024288,27.555367
13,53.024288,27.555367
15,53.024288,27.555367
14,53.024288,27.555367
14,53.024288,27.555367
14,53.024288,27.555367
12,53.024288,27.555367
14,53.024288,27.555367
14,53.024288,27.555367
12,53.024288,27.555367
10,53.024288,27.555367
13,53.024288,27.555367
11,53.024288,27.555367
12,53.024288,27.555367
12,53.024288,27.555367
11,53.024288,27.555367
10,53.024288,27.555367
12,53.024288,27.555367
11,53.024288,27.555367
12,53.024288,27.555367
12,53.024288,27.555367
11,53.024288,27.555367
12,53.024288,27.555367
13,53.024288,27.555367
13,53.024288,27.555367
13,53.024288,27.555367
13,53.024288,27.555367
13,53.024288,27.555367
12,53.024288,27.555367
11,53.024288,27.555367
13,53.024288,27.555367
13,53.024288,27.555367
13,53.024288,27.555367
